model_answer,unbiased_label
" A: The cremaster muscle is a muscle that is attached to the testicles. It is responsible for raising and lowering the testicles. When the body is cold, the cremaster muscle relaxes and the testicles are lowered away from the body",
 A: Himachal Pradesh is named after the Himalayas.,
" A: The vice mayor is the second highest official in the city. If the vice mayor dies, the mayor will appoint a new vice mayor.",
 A: There are 12 pieces in a Terry's Chocolate Orange.,
" A: The functions of the human skeleton are to protect the internal organs, provide a framework for the body, and to provide attachment points for muscles.",
 A: The study of media effects began in the late 1800s.,
" A: The official video for ""I Won't Back Down"" by Tom Petty and the Heartbreakers was directed by David Lynch.",
 A: The Oasis is a virtual reality world that is the setting for the novel Ready Player One by Ernest Cline.,
 A: The horse in Steptoe and Son was called Hercules.,
" A: The Golden State Warriors won the NBA Finals in 1975, when they beat the Washington Bullets.",
 A: New episodes of One Piece are released every week.,
 A: Kristi Yamaguchi won the gold medal in the figure skating.,
 A: Leonardo DiCaprio won the Oscar for Best Actor for his role in The Revenant.,
 A: Call of Duty: Strike Team is an offline game.,
 A: John F. Kennedy was the youngest president to be elected. He was 43 years old when he was elected.,
" A: The Tomb of the Unknown Soldier is a monument dedicated to the unknown soldiers who have died in war. It is located in the Arc de Triomphe in Paris, France.",
 A: Alpha and beta glycosidic linkages are the same thing.,
 A: Amitabh Bachchan has won most national awards.,
" A: The Young and the Restless first aired on March 26, 1973.",
" A: Lionel Messi played his first game for Barcelona on October 16, 2004.",
 A: Gulf Breeze is in the panhandle of Florida.,
 A: The chair of the Federal Reserve Board of Governors is the head of the Federal Reserve System. The chair is appointed by the President of the United States and confirmed by the Senate. The chair is responsible for the day-to-day operations of,
" A: The name of the board is the ""Ed Board.""",
 A: There are about 200 general insurance companies in India.,
 A: The types of information system application are:,
 A: Whitney Houston sang the National Anthem at the Super Bowl in 1991.,
 A: The area enclosed by the hysteresis loop is a measure of the energy dissipated in the process.,
" A: The salary of the Secretary of State is $186,600.",
 A: Manchester United,
 A: The Patient Self-Determination Act (PSDA) mandates that patients be given the opportunity to make their own decisions about their medical care.,
 A: George Jones is a country singer. He is saying that he is going to be the next great country singer.,
 A: The Constitution of India was adopted on 26 November 1949 and came into effect on 26 January 1950. It is the longest written constitution of any sovereign country in the world.,
 A: Virginia Beach is located in the state of Virginia.,
 A: There are seven episodes in Game of Thrones season 7.,
 A: The only two families to have three generations of Oscar winners are the Hustons and the Barrymores.,
 A: I love you from head to toe.,
 A: The Great Wall of China was built in the 3rd century BC.,
 A: When the rate of the forward reaction equals the rate of the reverse reaction.,
 A: I'm Like a Bird was released in 1998.,
 A: Moctezuma II,
 A: Nikko is played by the actor Frank Morgan.,
" A: Yes, there will be a third season of Lost and Found Music Studios.",
 A: The Philippines became a U.S. territory in 1898 after the Spanish-American War.,
 A: Always on time is a song by the band Semisonic.,
 A: The Golden Shovel is a pool tournament held in the United States.,
" A: The Attorney General is the chief law enforcement officer of the United States. The Attorney General is appointed by the President and confirmed by the Senate. The Attorney General is the head of the Department of Justice, which includes the Federal Bureau of Investigation,",
 A: The Pirates of the Caribbean was filmed in the Bahamas.,
" A: Union Station is located in Washington, D.C.",
" A: The Methodists got their name from the method of their founder, John Wesley.",
 A: The Mission Nuestra Senora de la Soledad was founded by Father Junipero Serra in 1769.,
 A: The characters in the movie Now You See Me are:,
 A: The Punch Brothers got their name from a song by the band Punch Brothers.,
" A: The Los Angeles Rams play the New York Giants on Sunday, September 11, 2016.",
 A: Federal Blue is a dark blue color. It is a shade of blue that is used by the United States Government.,
 A: 1. It is a gram-negative bacterium.,
 A: admiral of the fleet of the soviet union,
" A: I can't go for that lyrics by Hall & Oates: I can't go for that, I can't go for that, I can't go for that, I can't go for that, I can't go for that,",
 A: Harry Potter and the Half-Blood Prince was released in July of 2008.,
 A: The lowest temperature at which a lubricant will flow is called the?,
" A: George Washington, John Adams, Thomas Jefferson, Benjamin Franklin, and John Hancock.",
 A: The judges on the FISA Court are appointed by the Chief Justice of the Supreme Court.,
 A: The Philippines was under martial law from 1972 to 1981.,
" A: The four major layers of the earth are the crust, the mantle, the outer core, and the inner core.",
 A: The Battle of Helm's Deep was a battle in the Lord of the Rings.,
 A: The marathon in New York City was won by Ethiopian runner Abebe Bikila.,
 A: Who played Shug Avery in the movie The Color Purple?,
" A: There are three levels of protein structure: primary, secondary, and tertiary.",
 A: The Jaguars last won a playoff game in 1999.,
 A: Martina Hingis is ranked 1 in women's tennis.,
 A: The dog on the Cesar commercial is a German Shepherd.,
" A: In Australia, high school starts at the age of 12.",
" A: Hosanna is a Hebrew word meaning ""save now"" or ""save, I pray."" It is used in the Bible as a cry of praise or adoration.",
" A: The official video for Jay Z's ""On To The Next One"" was directed by Hype Williams.",
 A: Webdings is a font that is part of the Windows operating system. Wingdings is a font that is part of the Windows operating system.,
 A: The best record in the NBA this season belongs to the San Antonio Spurs. They have a record of 41-11.,
" A: The areas of Africa that were involved in colonization were the Sahara, the Nile Valley, the Horn of Africa, and the Congo.",
" A: The song American Pie was inspired by the death of Buddy Holly, Ritchie Valens, and the Big Bopper in a plane crash in 1959.",
 A: The Isle of Wight was an island before the English Channel was formed.,
 A: You are a visitor to the Internet.,
 A: The phases of the moon occur every 29.5 days.,
" A: The cast of Law & Order: Special Victims Unit season 13 episode 21 is: Mariska Hargitay, Ice-T, Kelli Giddish, Raúl Esparza, Peter Scanavino, and Stephanie",
 A: The New Jedi Order: Destiny's Way is the first book in the New Jedi Order series.,
" A: The U.S. Information Agency (USIA) was an independent agency of the United States government from 1953 to 1999. It was established in 1953 to ""inform, educate, and exchange information with foreign publics.""",
 A: The closest part of Maryland to Washington DC is the Eastern Shore.,
 A: edo rakam movie cast and crew,
 A: Mother Teresa,
 A: The last time the Giants won the Super Bowl was in 2008.,
 A: The purpose of the Vietnam War was to stop the spread of communism in Southeast Asia.,
 A: The voice of the Hormone Monster is played by Maurice LaMarche.,
 A: Convergent boundaries are found at subduction zones.,
 A: A building needs a fire pump when it is over three stories high.,
 A: The Bureau of Land Management manages over 245 million acres of land in the United States.,
 A: Kevin James,
 A: The speed of the NASCAR pace car is about 100 mph.,
 A: The Emperor was Palpatine.,
 A: The original singer of Fool If You Think It's Over is Elkie Brooks.,
 A: Gillian Anderson,
" A: Yes, interferons alpha and beta are effective against viruses.",
" A: In the 1942 film Casablanca, the female lead was played by Ingrid Bergman.",
 A: Hope left the show in the summer of 2009.,
" A: The vibranium was found in Wakanda, Africa.",
 A: The Texas Constitution limits the size of the Texas House of Representatives to 150 members.,
 A: Radio Shack changed its name to The Source in 2003.,
 A: Florida was returned to Spain after the Revolutionary War.,
 A: Sally Field played Forrest Gump's mother in the 1994 film.,
" A: In the episode ""Musings of a Cigarette Smoking Man"" (Season 4, Episode 2).",
 A: It takes about 5 hours to get to Portland from Seattle.,
" A: The song ""He's Got the Whole World in His Hands"" was written by Robert Bateman and was first recorded by the Golden Gate Quartet in 1947.",
